AñoMes,País,Continente,Score,year_month_str
2022-04,Peru,América del Sur,-0.12095850164240057,2022-04
2022-04,Philippines,Asia,-0.22401519775390624,2022-04
2022-04,Russian Federation,Europa,-0.2634283366956209,2022-04
2022-04,Singapore,Asia,0.2953592300415039,2022-04
2022-04,South Africa,África,0.020520782470703124,2022-04
2022-04,United Kingdom,Europa,0.19255413933405802,2022-04
2022-04,United States,América del Norte,-0.0317345147575837,2022-04
2022-04,Uruguay,América del Sur,-0.12005326055711316,2022-04
2022-04,Zimbabwe,África,0.43110198974609376,2022-04
2022-05,Afghanistan,Asia,-0.2343320846557617,2022-05
2022-05,Australia,Oceanía,-0.3238847194573818,2022-05
2022-05,Cameroon,África,-0.6038894653320312,2022-05
2022-05,Canada,América del Norte,-0.03881179809570313,2022-05
2022-05,France,Europa,-0.21254239763532365,2022-05
2022-05,India,Asia,-0.053367242217063904,2022-05
2022-05,Ireland,Europa,0.1528554280598958,2022-05
2022-05,Jamaica,América del Norte,0.05936241149902343,2022-05
2022-05,Mexico,América del Norte,-0.15664446555961997,2022-05
2022-05,Morocco,África,-0.19273560002165022,2022-05
2022-05,New Zealand,Oceanía,-0.7139226009971217,2022-05
2022-05,Nigeria,África,0.17343966166178384,2022-05
2022-05,Pakistan,Asia,0.34571127458052203,2022-05
2022-05,Peru,América del Sur,-0.09525794249314529,2022-05
2022-05,Philippines,Asia,-0.19711032666658101,2022-05
2022-05,Russian Federation,Europa,-0.24551651000976563,2022-05
2022-05,Singapore,Asia,0.5531476974487305,2022-05
2022-05,South Africa,África,-0.27952436967329547,2022-05
2022-05,United Kingdom,Europa,0.15116636946394638,2022-05
2022-05,United States,América del Norte,-0.18554333808637483,2022-05
2022-05,Uruguay,América del Sur,-0.4439217940620754,2022-05
2022-05,Zimbabwe,África,0.23357391357421875,2022-05
2022-06,Afghanistan,Asia,-0.0021129608154296874,2022-06
2022-06,Australia,Oceanía,-0.4131086522882635,2022-06
2022-06,Cameroon,África,-0.03549830118815104,2022-06
2022-06,Canada,América del Norte,-0.3423114910460355,2022-06
2022-06,France,Europa,-0.22775141398111978,2022-06
2022-06,India,Asia,-0.023578731291884675,2022-06
2022-06,Ireland,Europa,0.14814020792643226,2022-06
2022-06,Jamaica,América del Norte,0.29515533447265624,2022-06
2022-06,Mexico,América del Norte,-0.3797427586146763,2022-06
2022-06,Morocco,África,-0.21218285193810096,2022-06
2022-06,New Zealand,Oceanía,-0.28284454345703125,2022-06
2022-06,Nigeria,África,-0.011492919921875,2022-06
2022-06,Pakistan,Asia,0.5368728637695312,2022-06
2022-06,Peru,América del Sur,-0.2961646185980903,2022-06
2022-06,Philippines,Asia,-0.4952767020777652,2022-06
2022-06,Russian Federation,Europa,-0.5847562902113971,2022-06
2022-06,Singapore,Asia,0.957794189453125,2022-06
2022-06,South Africa,África,-0.7441606521606445,2022-06
2022-06,United Kingdom,Europa,-0.024610984225233067,2022-06
2022-06,United States,América del Norte,-0.149521026110336,2022-06
2022-06,Uruguay,América del Sur,-0.571681389441857,2022-06
2022-06,"Venezuela, Bolivarian Republic of",América del Sur,-0.1154937744140625,2022-06
2022-06,Zimbabwe,África,0.955087661743164,2022-06
2022-07,Afghanistan,Asia,-0.43717155456542967,2022-07
2022-07,Australia,Oceanía,-0.10179783747746395,2022-07
2022-07,Cameroon,África,-0.49828656514485675,2022-07
2022-07,Canada,América del Norte,0.033538952769849126,2022-07
2022-07,France,Europa,0.20906893412272134,2022-07
2022-07,India,Asia,0.22876589152277732,2022-07
2022-07,Ireland,Europa,-0.2670405994762074,2022-07
2022-07,Jamaica,América del Norte,0.19248580932617188,2022-07
2022-07,Mexico,América del Norte,-0.39721818403764203,2022-07
2022-07,Morocco,África,0.312716007232666,2022-07
2022-07,New Zealand,Oceanía,-0.21032161712646485,2022-07
2022-07,Nigeria,África,-0.07469654083251953,2022-07
2022-07,Pakistan,Asia,-0.048711903889973956,2022-07
2022-07,Peru,América del Sur,-0.24484475453694662,2022-07
2022-07,Philippines,Asia,-0.2566991533551897,2022-07
2022-07,Russian Federation,Europa,0.001274871826171875,2022-07
2022-07,Singapore,Asia,-0.027060190836588543,2022-07
2022-07,South Africa,África,-0.5180854797363281,2022-07
2022-07,United Kingdom,Europa,-0.12358396513420239,2022-07
2022-07,United States,América del Norte,-0.20174608144674216,2022-07
2022-07,Uruguay,América del Sur,-0.2552097983982252,2022-07
2022-07,Zimbabwe,África,-0.8490009307861328,2022-07
2022-08,Afghanistan,Asia,-0.27640024820963544,2022-08
2022-08,Australia,Oceanía,-0.44343030011212387,2022-08
2022-08,Cameroon,África,-0.3857879638671875,2022-08
2022-08,Canada,América del Norte,-0.1784492916531033,2022-08
2022-08,France,Europa,-0.3660612106323242,2022-08
2022-08,India,Asia,0.04811851933317365,2022-08
2022-08,Ireland,Europa,-0.00616455078125,2022-08
2022-08,Jamaica,América del Norte,0.230621337890625,2022-08
2022-08,Mexico,América del Norte,-0.5874048868815104,2022-08
2022-08,New Zealand,Oceanía,-0.0686187744140625,2022-08
2022-08,Nigeria,África,-0.235931396484375,2022-08
2022-08,Pakistan,Asia,0.29488881429036456,2022-08
2022-08,Peru,América del Sur,-0.4487518310546875,2022-08
2022-08,Philippines,Asia,-0.4373711177280971,2022-08
2022-08,Russian Federation,Europa,-0.8592281341552734,2022-08
2022-08,South Africa,África,-0.171478271484375,2022-08
2022-08,United Kingdom,Europa,0.046157591413743426,2022-08
2022-08,United States,América del Norte,-0.2197403031952527,2022-08
2022-08,Uruguay,América del Sur,-0.09821319580078125,2022-08
2022-08,Zimbabwe,África,0.8001683553059896,2022-08
2022-09,Afghanistan,Asia,-0.08246739705403645,2022-09
2022-09,Australia,Oceanía,-0.23580360412597656,2022-09
2022-09,Cameroon,África,-0.00722503662109375,2022-09
2022-09,Canada,América del Norte,-0.1274871265186983,2022-09
2022-09,France,Europa,-0.5913019180297852,2022-09
2022-09,India,Asia,0.11832176884518394,2022-09
2022-09,Ireland,Europa,-0.17981109619140626,2022-09
2022-09,Jamaica,América del Norte,-0.042215983072916664,2022-09
2022-09,Mexico,América del Norte,0.431640625,2022-09
2022-09,Morocco,África,0.3230743408203125,2022-09
2022-09,New Zealand,Oceanía,-0.10045496622721346,2022-09
2022-09,Nigeria,África,-0.24371337890625,2022-09
2022-09,Pakistan,Asia,0.01180521647135413,2022-09
2022-09,Peru,América del Sur,-0.3824005126953125,2022-09
2022-09,Philippines,Asia,-0.40717345017653245,2022-09
2022-09,Singapore,Asia,0.0571441650390625,2022-09
2022-09,South Africa,África,-0.05211944580078125,2022-09
2022-09,United Kingdom,Europa,-0.09435073534647624,2022-09
2022-09,United States,América del Norte,-0.019262686008360327,2022-09
2022-09,Uruguay,América del Sur,-0.26265843709309894,2022-09
2022-09,"Venezuela, Bolivarian Republic of",América del Sur,0.08837890625,2022-09
2022-09,Zimbabwe,África,0.0194549560546875,2022-09
