AñoMes,País,Continente,Score,year_month_str
2020-12,United Kingdom,Europa,0.057536534058536606,2020-12
2020-12,United States,América del Norte,0.052501067124656166,2020-12
2020-12,Uruguay,América del Sur,-0.1544576448814891,2020-12
2020-12,"Venezuela, Bolivarian Republic of",América del Sur,-0.16576095366142166,2020-12
2020-12,Zimbabwe,África,-0.17498989762931033,2020-12
2021-01,Afghanistan,Asia,-0.0697493881349139,2021-01
2021-01,Australia,Oceanía,-0.19509520128810595,2021-01
2021-01,Cameroon,África,0.07120853255551501,2021-01
2021-01,Canada,América del Norte,-0.03418582914215448,2021-01
2021-01,France,Europa,-0.05778923797607422,2021-01
2021-01,India,Asia,0.05556606646687575,2021-01
2021-01,Ireland,Europa,0.1755328534871243,2021-01
2021-01,Jamaica,América del Norte,0.10106244621435141,2021-01
2021-01,Mexico,América del Norte,-0.0375794914836434,2021-01
2021-01,Morocco,África,-0.03836432844400406,2021-01
2021-01,New Zealand,Oceanía,-0.1605478474791621,2021-01
2021-01,Nigeria,África,-0.12497265738730105,2021-01
2021-01,Pakistan,Asia,0.04079134959094929,2021-01
2021-01,Peru,América del Sur,-0.13713077683522912,2021-01
2021-01,Philippines,Asia,-0.10552184273951425,2021-01
2021-01,Russian Federation,Europa,-0.0520362233006677,2021-01
2021-01,Singapore,Asia,0.15234561039851263,2021-01
2021-01,South Africa,África,-0.09919546005573679,2021-01
2021-01,United Kingdom,Europa,0.12038100552683886,2021-01
2021-01,United States,América del Norte,0.0882899993523138,2021-01
2021-01,Uruguay,América del Sur,-0.0906469135680609,2021-01
2021-01,"Venezuela, Bolivarian Republic of",América del Sur,-0.15900379902607686,2021-01
2021-01,Zimbabwe,África,0.040609301000401596,2021-01
2021-02,Afghanistan,Asia,-0.0487167295171411,2021-02
2021-02,Australia,Oceanía,-0.1148116025940874,2021-02
2021-02,Cameroon,África,0.09019060568376021,2021-02
2021-02,Canada,América del Norte,-0.02826093385910847,2021-02
2021-02,France,Europa,-0.08295024477917215,2021-02
2021-02,India,Asia,0.04068394778377919,2021-02
2021-02,Ireland,Europa,0.09940658540868047,2021-02
2021-02,Jamaica,América del Norte,0.14814340357194866,2021-02
2021-02,Mexico,América del Norte,0.0307683986900127,2021-02
2021-02,Morocco,África,0.04703614075259386,2021-02
2021-02,New Zealand,Oceanía,-0.07405902132575895,2021-02
2021-02,Nigeria,África,-0.03290855139493942,2021-02
2021-02,Pakistan,Asia,0.09158038528713248,2021-02
2021-02,Peru,América del Sur,-0.3403879767970035,2021-02
2021-02,Philippines,Asia,-0.1241292311286284,2021-02
2021-02,Russian Federation,Europa,-0.079393736206659,2021-02
2021-02,Singapore,Asia,0.1258750031634075,2021-02
2021-02,South Africa,África,-0.009315671475638427,2021-02
2021-02,United Kingdom,Europa,0.17310594955212316,2021-02
2021-02,United States,América del Norte,0.07510194879244059,2021-02
2021-02,Uruguay,América del Sur,-0.0631502136411403,2021-02
2021-02,"Venezuela, Bolivarian Republic of",América del Sur,-0.160029155452077,2021-02
2021-02,Zimbabwe,África,0.1541194033266893,2021-02
2021-03,Afghanistan,Asia,0.06705469789758192,2021-03
2021-03,Australia,Oceanía,-0.04456972615599172,2021-03
2021-03,Cameroon,África,0.03347370216438362,2021-03
2021-03,Canada,América del Norte,0.0738783494449877,2021-03
2021-03,France,Europa,-0.013370496090327469,2021-03
2021-03,India,Asia,0.04548605204637363,2021-03
2021-03,Ireland,Europa,-0.012817422700018942,2021-03
2021-03,Jamaica,América del Norte,0.24371366297945063,2021-03
2021-03,Mexico,América del Norte,0.04221842474971257,2021-03
2021-03,Morocco,África,0.1804893975970389,2021-03
2021-03,New Zealand,Oceanía,-0.007076059068952288,2021-03
2021-03,Nigeria,África,-0.0024464726448059134,2021-03
2021-03,Pakistan,Asia,0.006551098940994937,2021-03
2021-03,Peru,América del Sur,-0.0018042325973510812,2021-03
2021-03,Philippines,Asia,0.10346006860538405,2021-03
2021-03,Russian Federation,Europa,0.0938948581093236,2021-03
2021-03,Singapore,Asia,0.2635713282639418,2021-03
2021-03,South Africa,África,-0.024712721506754565,2021-03
2021-03,United Kingdom,Europa,0.12815114373814548,2021-03
2021-03,United States,América del Norte,0.18537275889426652,2021-03
2021-03,Uruguay,América del Sur,0.1559489394679214,2021-03
2021-03,"Venezuela, Bolivarian Republic of",América del Sur,-0.2116851806640625,2021-03
2021-03,Zimbabwe,África,0.19132801760797916,2021-03
2021-04,Afghanistan,Asia,-0.03311697194274043,2021-04
2021-04,Australia,Oceanía,-0.21355382231778877,2021-04
2021-04,Cameroon,África,0.05182799314841246,2021-04
2021-04,Canada,América del Norte,0.17986447062469335,2021-04
2021-04,France,Europa,0.010635498591831742,2021-04
2021-04,India,Asia,-0.06252331008790732,2021-04
2021-04,Ireland,Europa,0.10169935684937698,2021-04
2021-04,Jamaica,América del Norte,0.2687823066005,2021-04
2021-04,Mexico,América del Norte,-0.1322756163570859,2021-04
2021-04,Morocco,África,0.03642559051513672,2021-04
2021-04,New Zealand,Oceanía,-0.06383046370286208,2021-04
2021-04,Nigeria,África,-0.04143931648947976,2021-04
2021-04,Pakistan,Asia,0.04008758800655769,2021-04
2021-04,Peru,América del Sur,-0.12238072637301772,2021-04
2021-04,Philippines,Asia,0.05864691196527696,2021-04
2021-04,Russian Federation,Europa,0.036082676478794644,2021-04
2021-04,Singapore,Asia,0.13080978393554688,2021-04
2021-04,South Africa,África,0.08737850189208983,2021-04
2021-04,United Kingdom,Europa,0.1614660860046627,2021-04
2021-04,United States,América del Norte,0.16851980604793065,2021-04
2021-04,Uruguay,América del Sur,0.11828406925859122,2021-04
2021-04,"Venezuela, Bolivarian Republic of",América del Sur,-0.023796081542968757,2021-04
2021-04,Zimbabwe,África,0.3079992135365804,2021-04
2021-05,Afghanistan,Asia,0.12641448559968368,2021-05
2021-05,Australia,Oceanía,-0.06981762331359241,2021-05
2021-05,Cameroon,África,-0.1308759961809431,2021-05
2021-05,Canada,América del Norte,0.12433465954192509,2021-05
2021-05,France,Europa,-0.03614419506442164,2021-05
2021-05,India,Asia,-0.008287803756112015,2021-05
2021-05,Ireland,Europa,0.21209768502109022,2021-05
2021-05,Jamaica,América del Norte,0.4009067721483184,2021-05
2021-05,Mexico,América del Norte,0.10516713215754582,2021-05
2021-05,Morocco,África,0.39301336036538176,2021-05
2021-05,New Zealand,Oceanía,-0.18855850219726564,2021-05
2021-05,Nigeria,África,-0.10499885559082031,2021-05
2021-05,Pakistan,Asia,0.0917699474758572,2021-05
2021-05,Peru,América del Sur,-0.054405530293782554,2021-05
2021-05,Philippines,Asia,0.08233519161448759,2021-05
2021-05,Russian Federation,Europa,-0.10388618562279678,2021-05
2021-05,Singapore,Asia,0.2450162310932958,2021-05
2021-05,South Africa,África,0.2647666125230386,2021-05
2021-05,United Kingdom,Europa,0.23072820860347543,2021-05
2021-05,United States,América del Norte,0.038892053180914876,2021-05
2021-05,Uruguay,América del Sur,-0.03004557587379633,2021-05
2021-05,"Venezuela, Bolivarian Republic of",América del Sur,-0.062215169270833336,2021-05
2021-05,Zimbabwe,África,0.308153874165303,2021-05
2021-06,Afghanistan,Asia,-0.1577019324669471,2021-06
2021-06,Australia,Oceanía,-0.07840499511131874,2021-06
2021-06,Cameroon,África,-0.1831350326538086,2021-06
2021-06,Canada,América del Norte,0.23707363457033487,2021-06
2021-06,France,Europa,0.02420941794790873,2021-06
2021-06,India,Asia,0.07162019782556418,2021-06
2021-06,Ireland,Europa,0.17990439477628165,2021-06
2021-06,Jamaica,América del Norte,0.24188296648920798,2021-06
2021-06,Mexico,América del Norte,0.07240718603134155,2021-06
2021-06,Morocco,África,-0.024539610918830425,2021-06
2021-06,New Zealand,Oceanía,-0.1433172490861681,2021-06
2021-06,Nigeria,África,-0.06398633810190055,2021-06
2021-06,Pakistan,Asia,0.014555264236335463,2021-06
2021-06,Peru,América del Sur,-0.18577679720791904,2021-06
2021-06,Philippines,Asia,0.09416125370905949,2021-06
2021-06,Russian Federation,Europa,-0.3105577581069049,2021-06
2021-06,Singapore,Asia,0.3698293822152274,2021-06
2021-06,South Africa,África,-0.00885465668468941,2021-06
2021-06,United Kingdom,Europa,0.20680277203756667,2021-06
2021-06,United States,América del Norte,-0.00468962543989083,2021-06
2021-06,Uruguay,América del Sur,-0.34276790618896485,2021-06
2021-06,"Venezuela, Bolivarian Republic of",América del Sur,0.02294921875,2021-06
2021-06,Zimbabwe,África,0.19574737548828125,2021-06
2021-07,Afghanistan,Asia,-0.2144551772575874,2021-07
2021-07,Australia,Oceanía,-0.11351450509548831,2021-07
2021-07,Cameroon,África,-0.2997618999677835,2021-07
2021-07,Canada,América del Norte,0.11602231783744617,2021-07
2021-07,France,Europa,-0.22317450065312422,2021-07
2021-07,India,Asia,0.029808985267137378,2021-07
2021-07,Ireland,Europa,0.1715991016109614,2021-07
2021-07,Jamaica,América del Norte,0.31656987137264675,2021-07
2021-07,Mexico,América del Norte,-0.22941300348582003,2021-07
2021-07,Morocco,África,-0.32299696922302246,2021-07
2021-07,New Zealand,Oceanía,-0.2590687813297395,2021-07
2021-07,Nigeria,África,-0.1914620796839396,2021-07
2021-07,Pakistan,Asia,0.09579906313438115,2021-07
2021-07,Peru,América del Sur,-0.29174534779674605,2021-07
2021-07,Philippines,Asia,-0.07033678556136855,2021-07
2021-07,Russian Federation,Europa,-0.11774080238562505,2021-07
2021-07,Singapore,Asia,0.09564388138907295,2021-07
2021-07,South Africa,África,0.02478065982077105,2021-07
2021-07,United Kingdom,Europa,0.12327070069892956,2021-07
2021-07,United States,América del Norte,-0.18769635401158144,2021-07
2021-07,Uruguay,América del Sur,-0.3823321272687214,2021-07
2021-07,"Venezuela, Bolivarian Republic of",América del Sur,-0.20438741048177084,2021-07
2021-07,Zimbabwe,África,0.157430161962976,2021-07
2021-08,Afghanistan,Asia,-0.25084677071406924,2021-08
2021-08,Australia,Oceanía,-0.038869496547814575,2021-08
2021-08,Cameroon,África,-0.2605500262716542,2021-08
2021-08,Canada,América del Norte,-0.11431294102822581,2021-08
2021-08,France,Europa,-0.1760999606205867,2021-08
2021-08,India,Asia,0.07605237691270872,2021-08
2021-08,Ireland,Europa,0.17990651765094806,2021-08
2021-08,Jamaica,América del Norte,0.2315842599579782,2021-08
2021-08,Mexico,América del Norte,-0.0876715264077914,2021-08
2021-08,Morocco,África,-0.17290026566077923,2021-08
2021-08,New Zealand,Oceanía,-0.05965039843604678,2021-08
2021-08,Nigeria,África,-0.27904048110499524,2021-08
2021-08,Pakistan,Asia,-0.0032112730873955658,2021-08
2021-08,Peru,América del Sur,-0.31212612401659245,2021-08
2021-08,Philippines,Asia,-0.2503500906926281,2021-08
2021-08,Russian Federation,Europa,-0.13149962414468114,2021-08
2021-08,Singapore,Asia,0.1603088203920137,2021-08
2021-08,South Africa,África,0.08419405585304301,2021-08
2021-08,United Kingdom,Europa,0.08780915418345427,2021-08
2021-08,United States,América del Norte,-0.18076262066168514,2021-08
2021-08,Uruguay,América del Sur,-0.2845882482306902,2021-08
2021-08,"Venezuela, Bolivarian Republic of",América del Sur,-0.23018417358398438,2021-08
2021-08,Zimbabwe,África,0.10884246047662229,2021-08
2021-09,Afghanistan,Asia,-0.3126384735107422,2021-09
2021-09,Australia,Oceanía,-0.10554186503092448,2021-09
2021-09,Cameroon,África,-0.1098785400390625,2021-09
2021-09,Canada,América del Norte,-0.0058877526260003865,2021-09
2021-09,France,Europa,-0.6482009887695312,2021-09
2021-09,India,Asia,0.07408106327056883,2021-09
2021-09,Ireland,Europa,0.40046024322509766,2021-09
2021-09,Jamaica,América del Norte,0.13642959594726561,2021-09
2021-09,Mexico,América del Norte,-0.1327913457697088,2021-09
2021-09,Morocco,África,-0.5247955322265625,2021-09
2021-09,New Zealand,Oceanía,-0.2784919738769531,2021-09
2021-09,Nigeria,África,-0.15141405378069198,2021-09
2021-09,Pakistan,Asia,-0.0362095079923931,2021-09
2021-09,Peru,América del Sur,-0.7437871297200521,2021-09
2021-09,Philippines,Asia,0.25196920122419086,2021-09
2021-09,Russian Federation,Europa,-0.19982726485640914,2021-09
2021-09,South Africa,África,0.1028802490234375,2021-09
2021-09,United Kingdom,Europa,0.0825668511363123,2021-09
2021-09,United States,América del Norte,-0.16657795264706973,2021-09
2021-09,Uruguay,América del Sur,0.03223800659179684,2021-09
2021-09,Zimbabwe,África,0.1281757354736328,2021-09
2021-10,Afghanistan,Asia,-0.09918546676635742,2021-10
2021-10,Australia,Oceanía,-0.11020734611224803,2021-10
2021-10,Cameroon,África,-0.12987313270568848,2021-10
2021-10,Canada,América del Norte,-0.0025940482680862037,2021-10
2021-10,France,Europa,-0.03023392813546318,2021-10
2021-10,India,Asia,0.2188089697578714,2021-10
2021-10,Ireland,Europa,-0.19720926920572918,2021-10
2021-10,Jamaica,América del Norte,0.11733173188709077,2021-10
2021-10,Mexico,América del Norte,-0.032421112060546875,2021-10
2021-10,Morocco,África,-0.25274221520674856,2021-10
2021-10,New Zealand,Oceanía,-0.05104667799813407,2021-10
2021-10,Nigeria,África,-0.1463927808015243,2021-10
2021-10,Pakistan,Asia,0.21643635805915384,2021-10
2021-10,Peru,América del Sur,-0.2795562744140625,2021-10
2021-10,Philippines,Asia,-0.22236465546021977,2021-10
2021-10,Russian Federation,Europa,-0.10262475947743839,2021-10
2021-10,Singapore,Asia,0.2411253187391493,2021-10
2021-10,South Africa,África,0.02225955840080015,2021-10
2021-10,United Kingdom,Europa,-0.03967228451290647,2021-10
2021-10,United States,América del Norte,-0.030505352920933943,2021-10
2021-10,Uruguay,América del Sur,-0.2530150627022359,2021-10
2021-10,"Venezuela, Bolivarian Republic of",América del Sur,-0.044406890869140625,2021-10
2021-10,Zimbabwe,África,0.06698237525092231,2021-10
2021-11,Afghanistan,Asia,-0.12061651362929234,2021-11
2021-11,Australia,Oceanía,-0.19394731810598662,2021-11
2021-11,Cameroon,África,-0.09381409296913752,2021-11
2021-11,Canada,América del Norte,0.003107667810776649,2021-11
2021-11,France,Europa,-0.15699123849674146,2021-11
2021-11,India,Asia,-0.018465114203025042,2021-11
2021-11,Ireland,Europa,-0.0482311385018485,2021-11
2021-11,Jamaica,América del Norte,0.126455815633138,2021-11
2021-11,Mexico,América del Norte,-0.19457570100441957,2021-11
2021-11,Morocco,África,-0.09899601791844223,2021-11
2021-11,New Zealand,Oceanía,-0.04997478547643443,2021-11
2021-11,Nigeria,África,-0.13979092240333557,2021-11
2021-11,Pakistan,Asia,0.007732014079670325,2021-11
2021-11,Peru,América del Sur,-0.3603399395942688,2021-11
2021-11,Philippines,Asia,-0.09539107735275376,2021-11
2021-11,Russian Federation,Europa,-0.3674214810741191,2021-11
2021-11,Singapore,Asia,0.03517935826228216,2021-11
2021-11,South Africa,África,-0.015965894063313803,2021-11
2021-11,United Kingdom,Europa,-0.06801254234122271,2021-11
2021-11,United States,América del Norte,0.09646739861975652,2021-11
2021-11,Uruguay,América del Sur,-0.2685479587978787,2021-11
2021-11,"Venezuela, Bolivarian Republic of",América del Sur,-0.1319122314453125,2021-11
2021-11,Zimbabwe,África,0.09970528738839286,2021-11
2021-12,Afghanistan,Asia,-0.27580698186700997,2021-12
2021-12,Australia,Oceanía,-0.15549586861127185,2021-12
2021-12,Cameroon,África,-0.09800054589096381,2021-12
2021-12,Canada,América del Norte,0.027235362021980233,2021-12
2021-12,France,Europa,0.04922334353129069,2021-12
2021-12,India,Asia,0.011036128631787002,2021-12
2021-12,Ireland,Europa,0.18102712451287037,2021-12
2021-12,Jamaica,América del Norte,0.2151569886641069,2021-12
2021-12,Mexico,América del Norte,-0.2453089764243678,2021-12
2021-12,Morocco,África,-0.09045129922720102,2021-12
2021-12,New Zealand,Oceanía,-0.3415238857269287,2021-12
2021-12,Nigeria,África,-0.20777333866466174,2021-12
2021-12,Pakistan,Asia,0.02393378559340778,2021-12
2021-12,Peru,América del Sur,-0.3509541352589925,2021-12
2021-12,Philippines,Asia,-0.15928954344529372,2021-12
2021-12,Russian Federation,Europa,-0.4124107220593621,2021-12
2021-12,Singapore,Asia,0.0151764649611253,2021-12
2021-12,South Africa,África,-0.1028078348358716,2021-12
2021-12,United Kingdom,Europa,0.07570253560940425,2021-12
2021-12,United States,América del Norte,-0.06425645070917466,2021-12
2021-12,Uruguay,América del Sur,-0.15535584048948425,2021-12
2021-12,"Venezuela, Bolivarian Republic of",América del Sur,-0.08615366617838542,2021-12
2021-12,Zimbabwe,África,0.16227434119399714,2021-12
2022-01,Afghanistan,Asia,-0.4120486866344105,2022-01
2022-01,Australia,Oceanía,-0.18569204414704718,2022-01
2022-01,Cameroon,África,-0.24979061126708985,2022-01
2022-01,Canada,América del Norte,-0.06056297431557865,2022-01
2022-01,France,Europa,-0.17047842343648276,2022-01
2022-01,India,Asia,0.035560557627060035,2022-01
2022-01,Ireland,Europa,0.16055095763433544,2022-01
2022-01,Jamaica,América del Norte,0.17620421744681694,2022-01
2022-01,Mexico,América del Norte,-0.18731809066513838,2022-01
2022-01,Morocco,África,-0.3443139174888874,2022-01
2022-01,New Zealand,Oceanía,-0.10345164467306699,2022-01
2022-01,Nigeria,África,-0.1942410340180268,2022-01
2022-01,Pakistan,Asia,-0.013140787214240774,2022-01
2022-01,Peru,América del Sur,-0.3475151062011719,2022-01
2022-01,Philippines,Asia,-0.2027279068441952,2022-01
2022-01,Russian Federation,Europa,-0.3476995351363201,2022-01
2022-01,Singapore,Asia,-0.2249994861836336,2022-01
2022-01,South Africa,África,-0.07753586769104004,2022-01
2022-01,United Kingdom,Europa,-0.06718331212582795,2022-01
2022-01,United States,América del Norte,-0.20063727152745076,2022-01
2022-01,Uruguay,América del Sur,-0.17307200034459433,2022-01
2022-01,"Venezuela, Bolivarian Republic of",América del Sur,-0.2408294677734375,2022-01
2022-01,Zimbabwe,África,0.02297328647814299,2022-01
2022-02,Afghanistan,Asia,-0.4732189178466797,2022-02
2022-02,Australia,Oceanía,-0.34505148546411357,2022-02
2022-02,Cameroon,África,-0.23206989581768328,2022-02
2022-02,Canada,América del Norte,-0.07293294812296773,2022-02
2022-02,France,Europa,-0.22007696969168528,2022-02
2022-02,India,Asia,-0.021970305112328864,2022-02
2022-02,Ireland,Europa,0.11211530897352427,2022-02
2022-02,Jamaica,América del Norte,0.2191952238691614,2022-02
2022-02,Mexico,América del Norte,-0.3347831139197716,2022-02
2022-02,Morocco,África,-0.28356170654296875,2022-02
2022-02,New Zealand,Oceanía,-0.15252866416141905,2022-02
2022-02,Nigeria,África,-0.016642005355269825,2022-02
2022-02,Pakistan,Asia,0.023908166324391085,2022-02
2022-02,Peru,América del Sur,-0.2389981196476863,2022-02
2022-02,Philippines,Asia,-0.2511761292167332,2022-02
2022-02,Russian Federation,Europa,-0.18321651882595485,2022-02
2022-02,Singapore,Asia,-0.0033109913701596565,2022-02
2022-02,South Africa,África,-0.16826377931188363,2022-02
2022-02,United Kingdom,Europa,0.0318950431768974,2022-02
2022-02,United States,América del Norte,-0.14563116951594277,2022-02
2022-02,Uruguay,América del Sur,-0.35342040683912196,2022-02
2022-02,"Venezuela, Bolivarian Republic of",América del Sur,-0.16510009765625,2022-02
2022-02,Zimbabwe,África,0.275943603515625,2022-02
2022-03,Afghanistan,Asia,-0.4972690582275391,2022-03
2022-03,Australia,Oceanía,-0.35215621245534795,2022-03
2022-03,Cameroon,África,-0.4534391923384233,2022-03
2022-03,Canada,América del Norte,-0.1296372494455111,2022-03
2022-03,France,Europa,-0.09570857456752233,2022-03
2022-03,India,Asia,-0.013530343443482792,2022-03
2022-03,Ireland,Europa,0.1916807914266781,2022-03
2022-03,Jamaica,América del Norte,0.34763958143151324,2022-03
2022-03,Mexico,América del Norte,-0.6287206649780274,2022-03
2022-03,Morocco,África,-0.41817054748535154,2022-03
2022-03,New Zealand,Oceanía,-0.2683448791503906,2022-03
2022-03,Nigeria,África,-0.021685494316948786,2022-03
2022-03,Pakistan,Asia,0.06797697106186225,2022-03
2022-03,Peru,América del Sur,-0.4621726989746094,2022-03
2022-03,Philippines,Asia,-0.30817654927571614,2022-03
2022-03,Russian Federation,Europa,-0.34903739048884463,2022-03
2022-03,Singapore,Asia,0.31174882253011066,2022-03
2022-03,South Africa,África,-0.18909720769004215,2022-03
2022-03,United Kingdom,Europa,0.07731134308096531,2022-03
2022-03,United States,América del Norte,-0.1192239642649088,2022-03
2022-03,Uruguay,América del Sur,-0.3580100876944406,2022-03
2022-03,"Venezuela, Bolivarian Republic of",América del Sur,-0.295654296875,2022-03
2022-03,Zimbabwe,África,0.09426040649414062,2022-03
2022-04,Afghanistan,Asia,-0.1466487537730824,2022-04
2022-04,Australia,Oceanía,-0.3546262678209242,2022-04
2022-04,Cameroon,África,-0.4633950453538161,2022-04
2022-04,Canada,América del Norte,-0.15734500171028995,2022-04
2022-04,France,Europa,0.16589508056640626,2022-04
2022-04,India,Asia,0.012077484866813825,2022-04
2022-04,Ireland,Europa,0.15954275692210473,2022-04
2022-04,Jamaica,América del Norte,0.46336708068847654,2022-04
2022-04,Mexico,América del Norte,-0.16868499229694234,2022-04
2022-04,Morocco,África,-0.21913563121448865,2022-04
2022-04,New Zealand,Oceanía,-0.23041873508029515,2022-04
2022-04,Nigeria,África,-0.17057981491088867,2022-04
2022-04,Pakistan,Asia,-0.02081294059753418,2022-04
